Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           objMakeVector [258]
                0.00    0.00       1/1           regAllocateTemp [260]
-----------------------------------------------
                0.00    0.00       1/1           objDisplay [178]
[189]    0.0    0.00    0.00       1         objDisplayString [189]
                0.00    0.00       1/8           objGetString [179]
-----------------------------------------------
                0.00    0.00  393426/393426      objIsEq [19]
[190]    0.0    0.00    0.00  393426         objIsEqNull [190]
-----------------------------------------------
                0.00    0.00   94322/94322       cons [59]
[191]    0.0    0.00    0.00   94322         memAmountFree [191]
-----------------------------------------------
                0.00    0.00   94322/94322       cons [59]
[192]    0.0    0.00    0.00   94322         objMakePairPointer [192]
-----------------------------------------------
                0.00    0.00   48283/48283       regMakeSymbol [75]
[193]    0.0    0.00    0.00   48283         objMakeSymbol [193]
-----------------------------------------------
                0.00    0.00    6261/6261        regMakeNumber [97]
[194]    0.0    0.00    0.00    6261         objMakeNumber [194]
-----------------------------------------------
                0.00    0.00    5908/5908        assembleRegisterExp [68]
[195]    0.0    0.00    0.00    5908         regLookup [195]
-----------------------------------------------
                0.00    0.00    2270/2270        regMakePrimitive [100]
[196]    0.0    0.00    0.00    2270         objMakePrimitive [196]
-----------------------------------------------
                0.00    0.00    2173/2173        assembleOperation [77]
[197]    0.0    0.00    0.00    2173         rsLookupPrimitive [197]
-----------------------------------------------
                0.00    0.00     175/175         objRef [42]
[198]    0.0    0.00    0.00     175         objRefVector [198]
-----------------------------------------------
                                 175             objUnref <cycle 1> [38]
[199]    0.0    0.00    0.00     175         objUnrefVector <cycle 1> [199]
                                   2             objDeleteVector <cycle 1> [240]
-----------------------------------------------
                0.00    0.00       1/120         memInit [91]
                0.00    0.00       5/120         portInit [259]
                0.00    0.00       5/120         regInit [188]
                0.00    0.00       9/120         initRegsim [144]
                0.00    0.00     100/120         regAllocateTemp [260]
[200]    0.0    0.00    0.00     120         regAllocate [200]
-----------------------------------------------
                0.00    0.00      68/68          addPrimitives [246]
[201]    0.0    0.00    0.00      68         rsAddPrimitive [201]
-----------------------------------------------
                0.00    0.00      33/33          objRef [42]
[202]    0.0    0.00    0.00      33         objRefInputPort [202]
-----------------------------------------------
                0.00    0.00      33/33          objUnref <cycle 1> [38]
[203]    0.0    0.00    0.00      33         objUnrefInputPort [203]
                0.00    0.00       6/6           objDeleteInputPort [230]
-----------------------------------------------
                0.00    0.00      32/32          objRef [42]
[204]    0.0    0.00    0.00      32         objRefString [204]
-----------------------------------------------
                0.00    0.00      32/32          objUnref <cycle 1> [38]
[205]    0.0    0.00    0.00      32         objUnrefString [205]
                0.00    0.00       7/7           objDeleteString [223]
-----------------------------------------------
                0.00    0.00      31/31          sclex [70]
[206]    0.0    0.00    0.00      31         yy_get_next_buffer [206]
                0.00    0.00       2/2           screstart [244]
-----------------------------------------------
                0.00    0.00      29/29          sclex [70]
[207]    0.0    0.00    0.00      29         yy_get_previous_state [207]
-----------------------------------------------
                0.00    0.00      28/28          regMakeBoolean [135]
[208]    0.0    0.00    0.00      28         objMakeBoolean [208]
-----------------------------------------------
                0.00    0.00       6/22          regIsEqInputPort [153]
                0.00    0.00      16/22          objIsEq [19]
[209]    0.0    0.00    0.00      22         objIsEqInputPort [209]
-----------------------------------------------
                0.00    0.00       6/17          objCloseInputPort [229]
                0.00    0.00      11/17          objGetInputPortYYBuffer [177]
[210]    0.0    0.00    0.00      17         portGetYYBuffer [210]
-----------------------------------------------
                0.00    0.00       1/17          sclex [70]
                0.00    0.00       2/17          screstart [244]
                0.00    0.00       3/17          sc_flush_buffer [213]
                0.00    0.00      11/17          sc_switch_to_buffer [218]
[211]    0.0    0.00    0.00      17         sc_load_buffer_state [211]
-----------------------------------------------
                0.00    0.00       5/14          regIsEqOutputPort [156]
                0.00    0.00       9/14          objIsEq [19]
[212]    0.0    0.00    0.00      14         objIsEqOutputPort [212]
-----------------------------------------------
                0.00    0.00       6/14          scDeleteYYBuffer [233]
                0.00    0.00       8/14          sc_init_buffer [221]
[213]    0.0    0.00    0.00      14         sc_flush_buffer [213]
                0.00    0.00       3/17          sc_load_buffer_state [211]
-----------------------------------------------
                0.00    0.00      12/12          sc_create_buffer [234]
[214]    0.0    0.00    0.00      12         yy_flex_alloc [214]
-----------------------------------------------
                0.00    0.00      12/12          sc_delete_buffer [235]
[215]    0.0    0.00    0.00      12         yy_flex_free [215]
-----------------------------------------------
                0.00    0.00       5/11          objGetOutputPortFile [182]
                0.00    0.00       6/11          objCloseInputPort [229]
[216]    0.0    0.00    0.00      11         portGetFile [216]
-----------------------------------------------
                0.00    0.00       5/11          popInputPort [140]
                0.00    0.00       6/11          pushInputPort [133]
[217]    0.0    0.00    0.00      11         scSetCurrentYYBuffer [217]
                0.00    0.00      11/11          sc_switch_to_buffer [218]
-----------------------------------------------
                0.00    0.00      11/11          scSetCurrentYYBuffer [217]
[218]    0.0    0.00    0.00      11         sc_switch_to_buffer [218]
                0.00    0.00      11/17          sc_load_buffer_state [211]
-----------------------------------------------
                0.00    0.00       8/8           objRef [42]
[219]    0.0    0.00    0.00       8         objRefOutputPort [219]
-----------------------------------------------
                0.00    0.00       8/8           objUnref <cycle 1> [38]
[220]    0.0    0.00    0.00       8         objUnrefOutputPort [220]
                0.00    0.00       1/1           objDeleteOutputPort [256]
-----------------------------------------------
                0.00    0.00       2/8           screstart [244]
                0.00    0.00       6/8           sc_create_buffer [234]
[221]    0.0    0.00    0.00       8         sc_init_buffer [221]
                0.00    0.00       8/14          sc_flush_buffer [213]
-----------------------------------------------
                0.00    0.00       1/7           objMakeOutputPort [257]
                0.00    0.00       6/7           objMakeInputPort [231]
[222]    0.0    0.00    0.00       7         makePort [222]
-----------------------------------------------
                0.00    0.00       7/7           objUnrefString [205]
[223]    0.0    0.00    0.00       7         objDeleteString [223]
-----------------------------------------------
                0.00    0.00       7/7           regMakeString [147]
[224]    0.0    0.00    0.00       7         objMakeString [224]
-----------------------------------------------
                0.00    0.00       1/7           objDeleteOutputPort [256]
                0.00    0.00       6/7           objDeleteInputPort [230]
[225]    0.0    0.00    0.00       7         portDelete [225]
-----------------------------------------------
                0.00    0.00       1/7           objCloseOutputPort [255]
                0.00    0.00       6/7           objCloseInputPort [229]
[226]    0.0    0.00    0.00       7         portGetFilename [226]
-----------------------------------------------
                0.00    0.00       1/7           objDeleteOutputPort [256]
                0.00    0.00       6/7           objDeleteInputPort [230]
[227]    0.0    0.00    0.00       7         portIsOpen [227]
-----------------------------------------------
                0.00    0.00       1/7           objCloseOutputPort [255]
                0.00    0.00       6/7           objCloseInputPort [229]
[228]    0.0    0.00    0.00       7         portSetState [228]
-----------------------------------------------
                0.00    0.00       1/6           objDeleteInputPort [230]
                0.00    0.00       5/6           regCloseInputPort [163]
[229]    0.0    0.00    0.00       6         objCloseInputPort [229]
                0.00    0.00       6/11          portGetFile [216]
                0.00    0.00       6/7           portGetFilename [226]
                0.00    0.00       6/17          portGetYYBuffer [210]
                0.00    0.00       6/6           scDeleteYYBuffer [233]
                0.00    0.00       6/7           portSetState [228]
-----------------------------------------------
                0.00    0.00       6/6           objUnrefInputPort [203]
[230]    0.0    0.00    0.00       6         objDeleteInputPort [230]
                0.00    0.00       6/7           portIsOpen [227]
                0.00    0.00       6/7           portDelete [225]
                0.00    0.00       1/6           objCloseInputPort [229]
-----------------------------------------------
                0.00    0.00       6/6           regMakeInputPort [149]
[231]    0.0    0.00    0.00       6         objMakeInputPort [231]
                0.00    0.00       6/7           makePort [222]
-----------------------------------------------
                0.00    0.00       1/6           initPorts [142]
                0.00    0.00       5/6           openInputFile [148]
[232]    0.0    0.00    0.00       6         scCreateYYBuffer [232]
                0.00    0.00       6/6           sc_create_buffer [234]
-----------------------------------------------
                0.00    0.00       6/6           objCloseInputPort [229]
[233]    0.0    0.00    0.00       6         scDeleteYYBuffer [233]
                0.00    0.00       6/14          sc_flush_buffer [213]
                0.00    0.00       6/6           sc_delete_buffer [235]
-----------------------------------------------
                0.00    0.00       6/6           scCreateYYBuffer [232]
[234]    0.0    0.00    0.00       6         sc_create_buffer [234]
                0.00    0.00      12/12          yy_flex_alloc [214]
                0.00    0.00       6/8           sc_init_buffer [221]
-----------------------------------------------
                0.00    0.00       6/6           scDeleteYYBuffer [233]
[235]    0.0    0.00    0.00       6         sc_delete_buffer [235]
                0.00    0.00      12/12          yy_flex_free [215]
-----------------------------------------------
                0.00    0.00       3/6           vecInit [241]
                0.00    0.00       3/6           vecDelete <cycle 1> [119]
[236]    0.0    0.00    0.00       6         vecGetSize [236]
-----------------------------------------------
                0.00    0.00       5/5           objDisplayToCurrentPort [145]
[237]    0.0    0.00    0.00       5         maxDepthToPrint [237]
-----------------------------------------------
                0.00    0.00       4/4           regMakeCharacter [150]
[238]    0.0    0.00    0.00       4         objMakeCharacter [238]
-----------------------------------------------
                0.00    0.00       3/3           objMakeVector [258]
[239]    0.0    0.00    0.00       3         makeVector [239]
                0.00    0.00       3/3           vecInit [241]
-----------------------------------------------
                                   2             objUnrefVector <cycle 1> [199]
                0.00    0.00       1/22503759     regFree [181]
[240]    0.0    0.00    0.00       3         objDeleteVector <cycle 1> [240]
                                   3             vecDelete <cycle 1> [119]
-----------------------------------------------
                0.00    0.00       3/3           makeVector [239]
[241]    0.0    0.00    0.00       3         vecInit [241]
                0.00    0.00       3/6           vecGetSize [236]
-----------------------------------------------
                0.00    0.00       2/2           objIsEq [19]
[242]    0.0    0.00    0.00       2         objIsEqEOF [242]
-----------------------------------------------
                0.00    0.00       2/2           regMakeEOF [158]
[243]    0.0    0.00    0.00       2         objMakeEOF [243]
-----------------------------------------------
                0.00    0.00       2/2           yy_get_next_buffer [206]
[244]    0.0    0.00    0.00       2         screstart [244]
                0.00    0.00       2/8           sc_init_buffer [221]
                0.00    0.00       2/17          sc_load_buffer_state [211]
-----------------------------------------------
                0.00    0.00       2/2           sclex [70]
[245]    0.0    0.00    0.00       2         scwrap [245]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[246]    0.0    0.00    0.00       1         addPrimitives [246]
                0.00    0.00      68/68          rsAddPrimitive [201]
-----------------------------------------------
                0.00    0.00       1/1           getOptions [252]
[247]    0.0    0.00    0.00       1         dlAdd [247]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[248]    0.0    0.00    0.00       1         dlLoad [248]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[249]    0.0    0.00    0.00       1         dlUnload [249]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[250]    0.0    0.00    0.00       1         freePrimitives [250]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[251]    0.0    0.00    0.00       1         freeSymbols [251]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[252]    0.0    0.00    0.00       1         getOptions [252]
                0.00    0.00       1/1           dlAdd [247]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[253]    0.0    0.00    0.00       1         initPrimitives [253]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[254]    0.0    0.00    0.00       1         initSymbols [254]
-----------------------------------------------
                0.00    0.00       1/1           objDeleteOutputPort [256]
[255]    0.0    0.00    0.00       1         objCloseOutputPort [255]
                0.00    0.00       1/7           portGetFilename [226]
                0.00    0.00       1/7           portSetState [228]
-----------------------------------------------
                0.00    0.00       1/1           objUnrefOutputPort [220]
[256]    0.0    0.00    0.00       1         objDeleteOutputPort [256]
                0.00    0.00       1/7           portIsOpen [227]
                0.00    0.00       1/1           objCloseOutputPort [255]
                0.00    0.00       1/7           portDelete [225]
-----------------------------------------------
                0.00    0.00       1/1           regMakeOutputPort [169]
[257]    0.0    0.00    0.00       1         objMakeOutputPort [257]
                0.00    0.00       1/7           makePort [222]
-----------------------------------------------
                0.00    0.00       1/1           regInit [188]
[258]    0.0    0.00    0.00       1         objMakeVector [258]
                0.00    0.00       3/3           makeVector [239]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[259]    0.0    0.00    0.00       1         portInit [259]
                0.00    0.00       5/120         regAllocate [200]
-----------------------------------------------
                0.00    0.00       1/1           regInit [188]
[260]    0.0    0.00    0.00       1         regAllocateTemp [260]
                0.00    0.00     100/120         regAllocate [200]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

 [246] addPrimitives (main.c) [28] memRead               [133] pushInputPort
 [112] advancePC (regsim.c)   [13] memWrite              [121] pushInputPort_if
  [50] assembleInput (regsim.c) [130] newline_if         [155] pushOutputPort
  [49] assembleInputs (regsim.c) [57] objCar               [5] readCurrentPort
  [25] assembleInstructions (regsim.c) [27] objCdr         [4] readPort
  [29] assembleLabel (regsim.c) [229] objCloseInputPort   [17] read_if
  [77] assembleOperation (regsim.c) [255] objCloseOutputPort [200] regAllocate
  [48] assembleOperationExp (regsim.c) [230] objDeleteInputPort [260] regAllocateTemp (register.c)
  [68] assembleRegisterExp (regsim.c) [256] objDeleteOutputPort [36] regCar
  [39] assembleSource (regsim.c) [223] objDeleteString     [9] regCdr
  [35] assembleTarget (regsim.c) [240] objDeleteVector   [163] regCloseInputPort
  [79] bindCompare (hash.c)  [178] objDisplay             [67] regCopy
  [66] bindGetName           [184] objDisplayCharacter   [137] regDisplayObject
 [104] checkArgs             [189] objDisplayString      [143] regDisplayToCurrentPort
 [105] checkArgsEQ           [145] objDisplayToCurrentPort [110] regExpGetRegister (regsim.c)
 [127] checkType (argcheck.c) [159] objGetBoolean        [181] regFree
 [124] closeInputPort_if     [185] objGetCharacter        [61] regFreeTemp
  [59] cons                  [177] objGetInputPortYYBuffer [154] regGetInputPortYYBuffer
 [134] currentInputPort      [139] objGetNumber          [116] regGetNumber
 [136] currentOutputPort     [182] objGetOutputPortFile  [161] regGetOutputPortFile
 [141] display_if             [24] objGetPairPointer      [74] regGetPairPointer
 [247] dlAdd                 [152] objGetPrimitive       [131] regGetPrimitive
 [248] dlLoad                [179] objGetString          [162] regGetString
 [249] dlUnload               [51] objGetSymbol           [98] regGetSymbol
  [21] executeAssign (regsim.c) [33] objGetType           [63] regGetTemp
 [117] executeBranch (regsim.c) [43] objGetVector (vector.c) [188] regInit
 [109] executeConstant (regsim.c) [132] objHashSymbol    [172] regIsEOF
  [99] executeGoto (regsim.c) [160] objIsBoolean          [71] regIsEq
  [95] executeInput (regsim.c) [180] objIsCharacter      [153] regIsEqInputPort
  [15] executeInstruction (regsim.c) [187] objIsEOF      [156] regIsEqOutputPort
  [14] executeInstructions (regsim.c) [19] objIsEq        [45] regIsEqual
 [107] executeLabel (regsim.c) [168] objIsEqBoolean      [171] regIsInputPort
  [52] executeOperands (regsim.c) [242] objIsEqEOF        [32] regIsNull
  [16] executeOperationExp (regsim.c) [209] objIsEqInputPort [94] regIsPairPointer
  [23] executePerform (regsim.c) [190] objIsEqNull       [174] regIsPrimitive
 [102] executeRegisterExp (regsim.c) [212] objIsEqOutputPort [166] regIsString
 [128] executeRestore (regsim.c) [26] objIsEqPairPointer [103] regIsSymbol
 [129] executeSave (regsim.c) [186] objIsEqString        [146] regIsTrue
  [22] executeSource (regsim.c) [46] objIsEqSymbol       [118] regListLength
 [101] executeTarget (regsim.c) [53] objIsEqual          [195] regLookup
  [41] executeTest (regsim.c) [54] objIsEqualSymbol      [135] regMakeBoolean
 [126] exit_if               [175] objIsInputPort        [150] regMakeCharacter
  [69] extractLabels (regsim.c) [47] objIsNull           [158] regMakeEOF
 [250] freePrimitives        [138] objIsNumber           [149] regMakeInputPort
 [251] freeSymbols           [183] objIsOutputPort        [58] regMakeNull
 [252] getOptions (main.c)    [34] objIsPairPointer       [97] regMakeNumber
 [108] getPrimitive (regsim.c) [151] objIsPrimitive      [169] regMakeOutputPort
  [40] glueGetValue          [176] objIsString           [100] regMakePrimitive
  [80] hash                   [64] objIsSymbol           [147] regMakeString
 [142] initPorts             [167] objIsTrue              [75] regMakeSymbol
 [253] initPrimitives        [208] objMakeBoolean         [18] regRead
 [144] initRegsim            [238] objMakeCharacter       [83] regSetCar
 [157] initStack             [243] objMakeEOF             [72] regSetCdr
 [125] initStack_if          [231] objMakeInputPort       [10] regWrite
 [254] initSymbols            [78] objMakeNull            [62] restore
  [76] isAssign (regsim.c)   [194] objMakeNumber         [201] rsAddPrimitive
  [87] isBranch (regsim.c)   [257] objMakeOutputPort     [197] rsLookupPrimitive
  [86] isConst (regsim.c)    [192] objMakePairPointer     [65] save
 [114] isEOF_if              [196] objMakePrimitive      [232] scCreateYYBuffer
  [88] isGoto (regsim.c)     [224] objMakeString         [233] scDeleteYYBuffer
  [96] isLabel (regsim.c)    [193] objMakeSymbol         [217] scSetCurrentYYBuffer
  [90] isOp (regsim.c)       [258] objMakeVector         [234] sc_create_buffer
  [84] isPerform (regsim.c)   [42] objRef                [235] sc_delete_buffer
 [120] isPrimitive_if        [202] objRefInputPort       [213] sc_flush_buffer
  [73] isReg (regsim.c)      [219] objRefOutputPort      [221] sc_init_buffer
  [93] isRestore (regsim.c)  [204] objRefString          [211] sc_load_buffer_state
  [89] isSave (regsim.c)     [198] objRefVector          [218] sc_switch_to_buffer
  [60] isTaggedList (regsim.c) [38] objUnref              [70] sclex
  [85] isTest (regsim.c)     [203] objUnrefInputPort       [6] scparse
 [164] list (pairpointer.c)  [220] objUnrefOutputPort    [244] screstart
   [8] listSetCdr            [205] objUnrefString        [245] scwrap
 [165] list_if               [199] objUnrefVector          [7] snoc
  [81] lnGetNext (list.c)     [20] objVectorRef          [106] snoc_if
  [82] lnIsNull (list.c)      [11] objVectorSet           [44] vecCheckIndex (vector.c)
   [2] loadFile (regsim.c)   [148] openInputFile         [119] vecDelete (vector.c)
   [3] loadFiles             [123] openInputFile_if      [236] vecGetSize (vector.c)
  [30] lookupLabel (regsim.c) [140] popInputPort         [241] vecInit (vector.c)
 [222] makePort (port.c)     [122] popInputPort_if        [31] vecRef (vector.c)
 [239] makeVector (vector.c) [225] portDelete (port.c)    [12] vecSet (vector.c)
 [237] maxDepthToPrint       [216] portGetFile (port.c)  [214] yy_flex_alloc (scscan.yy.c)
 [191] memAmountFree (memory.c) [226] portGetFilename (port.c) [215] yy_flex_free (scscan.yy.c)
  [55] memClear (memory.c)   [210] portGetYYBuffer (port.c) [206] yy_get_next_buffer (scscan.yy.c)
  [56] memFree               [259] portInit              [207] yy_get_previous_state (scscan.yy.c)
  [91] memInit               [227] portIsOpen (port.c)    [37] <cycle 1>
  [92] memInitialize (memory.c) [228] portSetState (port.c)
